Protocol,Packet Type,Traffic Type,Attack Type,Attack Signature,Action Taken,Severity Level,Network Segment,Log Source,Source IP FirstOctet,Destination IP FirstOctet,City,Region,Browser,Operating System,Anomaly Score Category,Packet Length Category
2,0,0,1,0,2,2,2,1,72,47,314,2,0,3,2,1
2,0,0,1,1,1,2,1,1,133,184,189,20,0,0,0,2
0,1,1,2,1,2,1,0,0,87,57,219,19,0,3,3,2
1,1,2,0,0,0,0,2,0,133,27,201,13,0,3,2,1
1,0,2,0,1,2,0,1,0,67,35,188,8,0,2,0,1
2,1,0,2,1,2,2,1,1,172,100,260,13,1,1,3,0
0,1,2,1,0,2,1,1,1,154,53,25,17,0,2,2,2
1,0,0,0,1,1,0,2,0,188,214,72,23,0,2,0,0
1,0,1,2,1,1,2,1,1,212,205,288,24,0,2,2,2
1,0,1,0,0,1,2,1,1,178,174,20,13,0,3,2,2
2,1,0,0,1,2,2,1,0,146,211,244,17,0,2,1,3
2,0,2,0,0,2,0,0,1,195,150,55,2,0,3,0,2
2,0,2,2,1,2,2,2,1,154,163,149,26,0,2,2,2
0,0,0,1,0,2,0,2,0,45,65,74,26,0,3,0,0
2,1,0,2,0,2,1,0,1,209,201,109,11,0,3,3,1
2,1,0,0,0,1,1,0,0,76,167,29,4,0,2,1,2
2,1,1,1,0,1,2,0,1,21,35,147,23,0,3,0,1
2,1,1,1,0,0,2,0,1,195,146,293,17,0,0,0,1
1,0,2,0,1,0,1,2,0,13,93,120,17,0,2,1,0
1,0,1,1,0,2,1,0,0,18,136,214,17,0,3,1,1
2,1,2,0,0,0,2,1,1,115,46,108,15,0,3,3,0
1,0,2,2,1,1,2,0,1,128,203,136,14,0,3,2,1
0,1,1,0,0,2,2,0,1,90,146,97,20,0,3,1,1
1,0,2,1,1,0,0,2,1,185,31,300,5,0,2,2,1
0,0,0,0,0,2,1,0,1,146,9,16,4,1,1,3,1
1,0,2,2,0,0,0,1,0,36,41,291,25,1,1,1,1
1,0,2,2,0,1,2,0,1,222,212,164,17,1,1,3,0
0,0,1,0,1,0,1,1,1,2,133,166,22,0,1,1,0
0,1,0,1,1,0,1,1,1,167,59,90,18,1,1,1,3
2,0,2,2,1,1,0,0,1,50,159,300,1,1,1,2,0
1,1,2,1,1,0,2,1,1,64,88,52,24,0,3,3,3
2,1,0,2,0,0,2,1,1,81,113,172,8,0,3,1,2
1,1,1,1,1,2,2,1,1,137,74,158,8,0,3,0,1
2,1,1,0,1,2,1,2,0,178,96,269,22,0,1,0,1
1,0,2,1,1,1,0,0,1,174,207,255,7,0,3,3,0
1,0,2,2,1,2,0,0,1,185,137,184,6,0,2,0,2
0,0,0,0,0,2,0,0,0,126,217,192,21,0,2,0,3
1,0,0,1,1,2,1,2,1,187,61,211,11,1,1,0,0
1,1,2,1,1,0,1,0,1,143,35,308,24,0,3,1,0
1,0,0,2,1,1,0,1,1,156,97,292,12,0,3,2,0
1,0,2,1,0,2,1,2,1,223,143,14,23,0,0,1,1
0,0,2,1,1,2,0,0,0,70,198,27,2,0,2,2,0
0,1,2,1,0,2,2,2,0,81,187,225,9,0,0,1,3
1,0,0,1,0,1,2,2,0,112,159,200,21,0,3,1,3
0,1,0,1,1,1,0,1,1,192,53,229,1,1,1,3,2
0,1,2,1,1,1,2,0,1,79,138,190,18,0,1,2,2
0,1,2,0,0,2,0,2,1,152,18,100,7,0,1,2,1
1,1,1,2,1,1,1,1,1,134,209,113,22,0,2,2,3
0,1,1,2,1,1,2,0,0,144,103,83,3,0,3,1,0
0,0,2,0,0,2,0,2,0,86,76,303,12,0,2,1,1
2,0,0,0,0,2,1,2,1,120,69,135,9,0,2,0,3
2,0,2,2,1,2,0,0,0,75,184,37,25,0,1,2,1
2,1,0,2,0,2,2,1,0,194,86,69,6,0,1,3,1
0,0,2,1,0,2,2,1,0,185,180,226,2,0,3,1,0
2,0,0,1,1,0,0,2,1,160,83,46,27,0,3,1,2
0,1,0,0,1,2,0,2,0,166,150,188,3,0,3,0,0
1,0,2,2,0,2,2,2,1,39,184,100,10,0,3,3,3
0,0,0,0,1,1,2,0,1,78,62,33,24,0,3,1,3
1,0,2,0,1,1,2,2,0,41,60,139,3,0,2,1,3
1,1,0,0,1,0,2,2,0,96,176,269,3,0,3,1,1
0,1,0,2,0,0,0,2,1,160,43,190,10,0,3,0,0
2,0,0,1,0,0,2,1,0,212,50,137,1,0,2,0,1
0,1,0,0,0,2,0,0,1,165,161,11,15,0,3,1,1
1,1,0,1,0,1,0,2,0,5,133,183,1,1,3,3,1
2,0,0,2,0,0,2,0,1,31,187,39,18,1,3,1,0
2,1,0,2,0,2,1,0,1,138,192,246,13,1,1,0,2
0,0,0,2,1,2,0,0,1,175,134,24,15,0,3,1,0
0,0,1,0,1,1,1,1,0,78,61,267,16,1,1,1,2
1,0,0,1,1,2,2,0,0,81,66,76,22,0,2,1,2
0,1,1,2,0,1,1,2,0,122,139,182,13,0,1,1,3
0,0,0,2,1,1,0,1,1,143,122,272,27,0,3,2,1
0,0,1,1,0,1,2,2,0,209,42,278,11,1,1,2,2
2,1,2,0,1,0,1,0,0,146,96,209,14,1,3,3,2
2,1,0,0,1,1,0,2,0,68,221,305,2,0,3,2,1
0,1,1,1,0,1,0,1,0,9,141,5,19,0,2,2,1
0,0,0,0,0,1,2,0,1,146,42,221,12,1,1,2,3
1,0,2,0,1,1,1,2,1,207,161,121,16,1,3,1,0
1,0,1,1,0,2,0,0,0,89,173,246,23,0,3,2,0
0,0,2,0,1,0,2,2,1,1,87,241,19,0,2,1,2
2,0,2,2,1,1,1,2,0,140,78,191,22,0,2,1,3
0,0,1,0,0,2,1,0,0,94,220,213,15,0,1,3,0
1,1,1,2,1,2,0,0,1,209,17,166,7,1,1,3,1
1,1,1,0,1,2,1,1,1,123,70,140,16,0,2,2,1
1,1,2,0,1,2,2,0,0,156,55,212,7,0,3,3,3
1,1,2,2,1,2,0,2,0,70,122,83,11,0,2,0,1
1,0,2,1,0,0,0,1,0,35,19,28,23,0,3,3,2
0,1,0,2,0,1,0,0,1,89,158,281,24,0,1,1,0
1,0,0,1,0,0,0,2,0,54,187,253,22,1,1,2,0
1,0,2,0,1,1,1,2,0,145,78,312,14,1,3,3,3
1,0,2,0,1,2,2,0,0,62,59,208,2,1,3,1,3
2,0,1,2,1,2,2,2,1,150,202,200,20,0,3,1,3
1,1,2,0,0,0,0,1,0,21,16,277,2,0,3,3,3
2,1,1,0,0,1,0,2,1,45,12,175,7,1,1,3,2
1,0,0,0,1,1,0,1,1,51,59,98,2,1,1,1,2
1,1,2,0,0,0,1,0,0,92,56,184,21,0,2,3,3
2,1,0,0,1,1,2,1,0,80,217,232,11,0,3,3,2
2,0,1,0,0,2,0,0,0,135,114,265,13,0,1,1,3
1,1,2,1,1,1,2,2,0,78,23,247,14,0,3,3,1
2,1,0,2,0,2,2,0,0,136,89,115,21,1,1,2,0
0,1,2,0,0,2,2,2,1,5,125,253,9,0,3,3,1
1,1,2,1,1,2,0,2,0,201,108,286,7,0,3,3,1
0,0,1,1,0,0,1,1,0,122,202,306,2,1,1,0,2
2,1,2,0,0,1,0,1,1,215,177,277,9,0,0,2,3
0,1,0,1,1,0,1,0,0,170,146,242,23,0,2,0,1
0,0,1,1,1,0,1,0,1,178,138,257,3,0,1,2,3
1,1,0,1,0,1,2,0,1,196,161,141,15,1,1,2,0
2,1,0,0,1,0,1,1,0,154,214,51,15,0,2,1,1
2,0,2,2,0,2,0,2,0,132,53,95,11,0,2,2,3
1,1,2,1,1,1,1,0,0,103,196,7,4,0,2,0,3
0,0,0,2,1,2,2,0,0,71,158,276,15,0,3,0,1
0,0,0,0,1,1,0,2,0,120,144,134,14,0,3,3,2
0,0,2,0,0,2,1,1,1,122,178,262,13,0,3,2,0
1,0,2,1,0,0,0,2,1,99,75,11,20,0,3,2,1
2,0,0,0,1,0,1,2,1,5,197,41,7,0,1,3,2
1,1,2,2,0,0,1,1,0,197,170,180,9,0,2,2,3
2,0,0,2,1,1,0,2,0,122,99,20,15,0,2,2,3
2,1,0,1,1,2,0,2,0,44,172,82,15,1,3,2,3
2,0,0,1,1,0,0,1,1,191,55,163,3,0,2,1,2
0,1,1,2,1,2,2,0,0,59,77,269,0,0,3,0,3
0,1,1,1,1,0,0,1,0,55,136,139,10,1,3,3,2
1,1,0,2,1,2,1,1,1,123,214,169,10,1,3,2,1
2,1,1,0,0,2,1,2,0,139,108,283,17,1,3,0,0
0,1,1,1,1,1,2,1,0,122,213,160,5,0,1,1,1
1,1,2,0,0,2,1,1,1,210,89,68,26,0,2,2,0
2,0,2,2,1,2,2,2,0,45,62,20,14,0,3,2,1
1,0,1,0,1,1,2,1,1,7,85,124,10,0,3,3,0
2,0,1,2,1,1,0,2,1,121,155,255,1,0,3,3,1
2,0,2,2,0,0,2,2,1,139,31,287,5,0,3,0,1
0,0,2,1,0,1,1,1,1,43,75,178,26,0,3,2,1
1,0,1,1,0,0,0,1,1,24,188,86,10,0,3,3,0
0,1,2,0,1,2,2,0,1,143,206,192,20,0,2,3,1
2,1,0,2,1,2,1,0,1,56,219,138,20,0,3,3,1
2,1,2,0,1,2,2,2,0,173,92,237,0,0,3,1,2
0,0,2,1,1,0,1,1,0,222,139,100,27,0,0,3,1
2,1,0,1,1,2,0,2,1,151,137,144,15,1,3,3,1
0,1,2,0,0,1,2,1,0,46,10,61,5,0,3,2,2
1,0,2,2,0,0,1,1,0,4,126,110,6,0,3,0,1
2,1,2,1,0,0,2,1,1,204,14,105,5,0,3,0,1
0,1,0,0,0,0,2,0,0,59,35,130,0,1,1,0,1
0,0,2,2,0,1,0,1,1,164,171,298,3,0,3,1,3
0,0,2,0,0,2,1,1,1,75,109,99,7,0,3,3,2
0,1,0,1,0,2,2,1,1,191,63,295,8,0,2,3,2
0,1,2,2,0,2,1,1,1,211,41,9,23,0,1,3,0
1,1,2,1,0,0,1,2,0,220,134,87,0,0,2,3,2
1,0,0,0,0,0,0,1,0,73,130,51,12,0,3,1,2
2,0,2,0,0,2,0,1,1,115,113,260,1,0,2,3,2
1,1,2,0,1,0,1,0,0,221,40,132,15,0,3,3,1
0,0,0,0,1,1,0,2,0,126,77,126,3,1,3,2,1
0,1,1,0,1,1,0,0,0,74,36,238,6,0,2,3,1
0,1,1,1,1,2,0,0,0,46,2,15,26,0,3,2,1
2,0,0,1,0,0,1,0,1,53,162,7,12,0,2,2,1
1,0,0,1,0,1,2,0,0,23,180,307,9,0,3,3,0
1,0,0,0,1,1,0,0,1,122,3,65,26,0,3,3,1
1,1,0,1,1,0,2,1,0,213,30,8,10,0,2,1,1
2,0,0,2,1,2,2,2,0,27,95,278,25,0,3,3,0
0,1,1,2,1,1,1,0,1,9,183,150,3,0,3,3,3
2,0,1,2,0,2,1,2,0,41,149,164,12,0,2,3,2
2,1,1,2,0,2,1,2,1,71,9,237,15,0,2,1,2
0,1,0,2,0,0,0,1,1,117,142,233,20,0,3,1,0
2,1,2,1,0,1,0,1,0,80,107,45,26,0,3,0,2
2,1,2,0,0,2,1,2,1,86,56,307,23,0,3,1,1
2,1,0,0,1,0,2,2,1,11,14,122,4,0,2,3,0
2,1,0,2,0,2,0,2,0,166,15,302,12,0,1,2,0
1,0,2,1,0,2,0,0,1,169,158,38,8,1,3,1,2
0,0,1,0,1,1,0,0,0,129,122,270,1,0,3,3,3
0,1,2,1,1,0,0,2,1,20,106,246,6,0,1,2,2
0,0,0,0,0,1,1,1,1,204,44,170,0,0,3,3,1
2,1,2,2,1,0,0,1,0,207,25,304,26,0,2,3,1
2,1,2,1,0,1,0,0,1,49,163,251,22,0,2,1,3
1,0,1,0,0,0,1,1,0,159,46,171,16,0,3,3,1
2,1,0,1,0,2,1,0,1,187,159,58,8,0,3,2,3
1,0,0,2,0,1,0,0,0,190,52,163,24,0,3,1,1
1,0,0,1,1,0,2,0,0,181,20,228,6,1,3,1,3
2,0,1,0,1,0,0,2,0,185,98,236,23,1,1,3,2
2,1,0,2,1,0,2,0,0,55,106,156,1,0,2,2,0
2,0,2,1,1,0,0,0,0,211,44,244,11,0,3,3,1
0,1,0,2,1,1,0,0,0,93,219,166,10,0,0,0,1
2,0,1,0,1,2,0,2,0,155,52,62,10,0,3,1,1
2,0,1,2,0,2,1,1,1,15,35,181,7,0,2,2,3
0,1,2,0,0,2,1,2,0,109,5,125,16,0,2,2,1
1,1,1,1,0,2,2,0,1,162,211,40,9,1,1,1,1
2,1,0,0,1,2,1,2,0,25,95,52,18,0,3,1,1
0,1,2,0,1,2,2,2,1,149,152,221,3,0,2,3,0
0,0,1,2,0,2,2,0,1,16,93,190,26,0,1,2,1
2,1,0,0,0,0,2,2,1,56,5,89,25,0,3,2,3
0,1,2,0,1,1,0,1,0,140,132,280,16,0,3,0,3
0,1,0,1,0,0,0,2,0,97,59,213,15,0,2,0,3
2,0,0,1,1,0,1,0,0,64,120,247,0,0,0,0,1
2,1,2,2,0,2,2,0,1,52,122,51,16,1,1,3,1
2,0,1,1,1,1,1,2,0,25,193,100,22,0,2,3,2
1,1,0,0,0,2,0,0,1,22,120,0,8,1,3,2,2
2,1,1,2,1,2,0,1,1,158,145,125,2,0,3,1,2
1,0,1,0,0,1,1,1,1,108,157,64,17,0,3,2,2
0,1,2,2,1,2,1,1,1,15,18,181,13,0,0,0,0
2,1,2,1,1,1,0,1,0,71,133,46,27,0,3,1,1
2,1,1,0,1,0,0,1,0,81,177,103,18,0,3,1,2
2,0,1,2,1,1,1,1,0,19,129,276,16,0,2,2,1
2,1,2,1,0,0,0,1,1,112,187,85,11,0,2,2,1
2,1,2,0,1,1,0,1,0,208,220,163,5,0,2,0,1
2,0,1,0,0,2,2,0,0,119,131,66,11,0,3,1,1
0,0,1,1,0,1,2,2,1,133,52,116,21,0,2,1,2
1,1,2,0,0,2,1,0,1,54,217,304,1,1,3,1,1
0,0,0,1,1,1,1,0,1,13,62,303,19,0,2,2,0
1,0,2,2,0,1,2,1,0,1,22,267,16,0,2,0,3
0,1,0,1,0,0,1,0,0,218,85,262,14,0,3,1,1
0,0,0,1,1,2,2,1,0,89,74,194,20,0,3,3,0
2,1,0,0,1,0,2,1,0,176,50,16,23,0,3,3,3
0,0,1,2,0,0,2,1,1,94,177,23,24,0,1,0,1
2,0,0,2,1,2,1,2,0,141,90,78,12,0,2,0,2
1,1,1,0,0,0,2,2,1,26,198,284,0,1,1,1,1
2,0,2,2,0,2,2,0,0,78,85,47,21,1,1,3,2
1,1,2,0,1,1,0,0,0,95,178,5,2,0,2,2,2
2,0,0,0,1,1,0,0,0,63,105,264,3,0,3,1,0
0,1,2,1,0,1,2,0,0,50,168,213,21,1,3,1,1
2,1,2,1,0,0,1,0,1,97,109,257,27,0,2,3,3
2,1,0,0,0,1,1,0,0,71,21,239,6,0,3,1,0
1,0,1,2,0,0,2,1,0,106,94,142,17,0,3,3,1
1,1,0,0,0,1,1,1,0,78,104,179,11,1,3,1,1
1,0,0,1,1,0,2,1,0,171,32,174,20,0,1,3,0
0,1,1,0,1,0,0,2,1,103,135,278,9,0,2,2,0
2,0,1,0,0,0,1,2,1,30,215,117,8,0,1,1,1
2,0,1,2,0,0,0,0,0,97,166,40,2,0,3,1,1
2,1,1,2,1,2,2,0,0,59,36,80,20,0,1,1,0
1,1,0,1,0,2,0,0,0,134,99,27,1,0,1,0,1
1,0,2,2,0,0,1,1,1,78,101,149,23,0,2,3,1
0,1,2,2,1,0,2,1,1,47,158,100,7,0,3,3,3
1,0,0,1,1,0,1,0,0,47,184,210,16,1,3,1,2
2,0,1,2,0,2,2,1,1,202,136,262,3,0,1,1,0
0,1,2,1,0,0,0,2,0,89,62,234,3,1,1,0,1
0,1,1,1,0,2,0,0,1,55,179,7,23,0,2,1,1
2,0,2,0,0,2,0,0,0,124,193,211,21,0,1,1,1
2,0,1,1,1,2,0,2,1,206,215,244,21,0,3,0,3
0,1,1,1,0,1,0,0,1,190,94,18,8,1,3,1,3
2,1,1,2,1,2,0,1,1,168,193,190,8,1,3,2,3
1,0,0,0,1,0,1,0,1,158,53,61,6,0,2,3,0
1,1,1,0,1,2,2,2,1,62,99,35,23,0,2,3,1
1,0,0,1,0,1,1,2,1,210,193,217,16,0,3,3,2
1,1,0,0,0,1,0,1,0,50,107,211,11,0,3,2,0
0,1,2,0,1,2,2,2,0,155,180,258,13,0,2,3,1
0,0,0,0,1,0,2,0,1,57,104,27,5,0,2,1,1
0,1,0,1,0,0,0,0,1,221,20,202,6,0,3,2,0
2,1,2,0,1,0,0,2,1,66,101,105,17,0,3,2,3
2,1,1,0,1,2,1,2,1,134,2,52,24,0,3,3,2
0,0,2,0,0,1,2,0,1,151,40,62,24,0,3,2,2
1,1,1,2,1,2,1,1,0,44,110,234,13,0,2,2,0
2,0,1,2,0,2,0,2,0,41,132,281,4,0,3,0,1
0,0,0,0,0,0,1,2,0,142,1,269,24,1,3,1,2
2,0,1,1,1,0,2,1,0,65,154,257,3,0,3,3,1
0,1,1,2,1,2,1,2,1,200,119,252,24,0,0,3,1
1,1,1,0,0,1,2,2,0,110,74,13,0,1,3,2,2
2,1,1,1,1,0,2,2,0,176,57,252,19,0,0,3,1
1,1,1,0,1,0,2,0,1,155,131,121,23,0,3,3,0
1,1,1,1,0,1,0,2,1,71,50,287,26,0,0,2,1
1,0,1,2,0,0,0,2,0,114,82,44,7,0,3,3,1
0,1,0,2,1,2,2,1,1,203,81,141,21,1,3,1,1
2,1,2,2,0,0,2,1,0,134,117,187,2,0,3,3,0
2,1,0,0,1,2,1,0,0,214,147,137,4,0,3,3,2
1,1,0,2,1,2,2,0,1,221,108,64,5,0,3,3,0
0,1,1,2,1,0,1,1,0,92,91,35,22,0,2,1,1
0,1,2,0,1,0,0,1,1,85,146,9,11,0,3,1,3
0,1,0,0,1,0,0,2,0,6,149,66,20,0,2,2,1
0,1,2,2,0,2,2,0,0,41,155,303,9,0,3,2,3
1,0,2,0,0,0,2,0,1,177,37,38,26,0,2,2,0
1,1,2,1,0,1,2,0,0,99,203,255,7,0,3,3,2
2,1,2,2,0,2,1,0,1,182,42,246,11,0,2,3,3
0,0,1,1,0,1,1,1,1,40,132,238,2,1,1,1,3
0,0,1,2,1,2,0,1,0,39,49,11,2,0,3,3,1
1,0,1,2,0,2,2,2,1,126,221,183,25,1,3,2,1
1,1,1,1,1,2,0,2,1,108,38,228,5,0,2,3,1
0,1,2,1,0,2,0,1,1,49,65,32,7,0,3,3,2
2,1,1,2,0,2,2,1,0,88,217,150,3,1,1,0,0
2,1,1,2,1,2,1,0,1,47,90,15,11,0,3,3,2
2,0,0,1,1,2,2,0,0,21,58,171,12,1,3,2,3
0,1,0,2,0,1,2,2,0,89,121,265,7,0,1,1,1
0,1,0,2,1,1,0,0,1,76,10,123,21,0,0,3,0
1,1,1,1,1,2,1,1,0,85,156,269,20,0,3,0,0
0,0,1,2,0,1,1,2,1,5,56,215,6,0,3,0,0
1,1,2,2,1,2,1,1,1,188,79,84,8,1,3,2,0
2,1,0,1,1,1,1,1,1,23,73,17,16,0,0,3,1
0,1,2,2,0,2,0,0,0,85,176,160,1,1,3,1,1
1,0,2,2,0,0,0,2,0,52,176,182,20,0,2,0,1
1,1,1,0,1,0,1,0,1,177,193,25,24,0,3,1,2
2,0,1,0,1,0,1,1,0,221,179,289,10,0,2,3,0
1,0,1,0,0,0,0,2,1,218,189,145,6,0,2,1,2
2,0,0,0,0,0,1,1,0,93,47,166,17,0,2,3,0
1,1,0,1,0,2,2,1,1,105,123,225,22,0,3,0,2
0,0,0,2,1,2,1,2,1,158,27,188,8,0,1,3,0
0,0,1,2,1,2,0,0,1,173,13,206,13,1,3,0,1
1,0,0,2,0,0,2,1,1,45,168,40,16,0,0,3,1
0,1,1,1,0,0,0,2,0,131,130,292,10,0,2,3,1
1,0,2,1,1,0,0,2,0,33,195,224,19,0,0,1,2
2,0,0,1,1,0,2,1,1,165,48,18,18,0,2,0,0
0,1,0,0,1,1,2,0,1,102,67,260,17,0,2,1,2
1,1,0,2,0,0,0,1,1,148,208,217,6,0,3,1,1
1,1,0,0,1,2,1,0,0,38,145,220,1,0,2,3,1
2,0,2,1,0,1,1,1,0,32,65,33,16,1,1,3,1
2,0,2,0,1,0,0,2,0,81,118,166,13,0,3,3,0
2,0,1,1,1,1,2,1,0,188,193,170,27,1,3,0,2
0,0,1,1,0,1,2,0,1,193,160,293,0,1,1,1,1
1,1,0,0,0,0,1,2,1,176,5,64,12,0,3,0,0
1,0,0,1,0,0,0,1,0,118,133,47,18,0,1,3,3
2,0,2,0,0,1,2,1,0,163,32,308,18,1,3,3,0
2,0,2,2,0,2,2,2,0,84,101,34,22,1,1,1,1
0,1,2,1,0,0,1,2,1,190,137,286,7,1,3,2,0
1,0,2,2,1,1,0,1,0,116,14,134,17,0,1,3,1
0,1,1,1,0,1,2,2,1,168,153,246,10,1,3,3,0
0,0,0,1,1,0,2,0,1,123,28,163,17,0,2,2,1
1,1,2,1,1,1,2,2,0,126,180,274,3,0,3,3,1
0,0,1,0,1,1,0,2,0,192,153,185,26,0,3,1,0
1,1,2,1,0,2,2,1,0,13,78,145,3,1,1,0,0
2,1,1,2,1,1,1,2,0,148,183,112,25,0,3,2,2
1,1,0,0,1,2,2,1,0,192,218,259,23,0,3,0,2
0,1,1,2,0,2,2,1,1,90,68,208,11,0,3,3,2
0,0,1,0,1,2,1,2,1,131,5,23,7,1,3,1,1
2,1,2,0,1,2,0,0,0,37,89,132,3,0,2,2,1
1,0,2,1,1,1,2,2,1,41,37,113,18,0,3,2,3
2,0,1,0,0,0,1,2,1,55,97,20,7,0,3,2,3
0,0,1,1,0,2,0,2,0,88,181,262,1,0,3,0,2
1,1,1,0,0,1,1,0,1,122,86,45,16,0,2,1,3
0,1,1,2,1,2,2,1,1,166,135,146,0,0,3,3,2
1,1,0,1,1,0,2,1,0,200,108,69,24,0,3,1,1
1,1,1,1,0,1,0,2,0,181,39,267,23,0,2,3,3
0,1,2,2,1,2,1,0,1,131,132,61,11,0,3,1,3
0,0,2,0,1,1,0,1,0,143,38,261,0,0,2,2,0
1,1,1,0,1,1,2,2,1,129,144,86,19,0,2,2,0
0,0,1,0,0,1,0,2,1,46,67,135,17,0,3,2,2
0,0,0,2,1,2,1,0,1,118,202,114,0,1,1,0,1
1,1,2,1,0,0,0,1,1,112,144,120,23,0,1,0,0
2,0,2,0,1,2,0,0,0,222,47,23,9,1,1,3,2
2,0,2,0,0,1,2,1,0,38,134,292,0,0,0,2,3
0,0,1,1,1,1,2,1,0,22,51,226,3,1,1,1,0
0,1,1,0,0,1,1,0,0,213,150,49,23,0,2,1,0
2,0,1,0,0,1,1,2,1,185,7,265,23,1,1,2,1
2,1,0,2,0,1,2,1,0,142,56,227,24,0,3,1,2
1,0,2,2,0,1,0,1,1,59,82,38,8,0,2,0,2
1,1,2,0,1,2,2,2,0,35,71,199,7,1,3,2,0
2,0,1,0,1,1,2,1,1,78,137,107,27,0,2,0,3
2,1,0,1,1,1,0,1,0,117,208,35,2,0,2,2,0
2,0,2,2,0,1,0,0,1,148,204,101,3,0,3,3,2
2,1,0,0,1,1,0,2,1,41,18,17,4,0,3,2,3
2,1,2,0,0,1,1,0,1,181,21,128,0,0,1,0,0
0,0,1,1,1,1,1,0,0,100,214,115,17,0,3,0,3
1,0,1,1,0,0,0,0,1,183,117,50,23,0,3,3,1
0,0,2,0,1,0,1,2,0,99,217,187,25,0,2,1,3
0,0,0,0,0,0,2,0,0,54,1,256,2,0,2,0,3
1,1,1,0,1,2,2,2,0,66,185,220,6,0,2,1,2
0,1,1,2,1,2,1,0,0,10,13,305,7,0,2,3,3
1,0,1,0,1,1,0,1,1,194,209,129,7,0,1,0,3
2,1,2,0,0,2,0,0,1,167,154,51,13,1,1,2,1
0,1,1,2,1,1,1,2,1,53,11,191,18,0,2,3,1
1,0,2,2,1,1,0,0,0,76,143,144,7,0,3,1,0
1,1,0,1,1,0,1,2,0,147,116,236,14,0,2,0,0
2,0,1,0,0,2,0,1,0,219,38,228,21,0,2,1,0
0,0,0,2,1,2,1,1,0,108,201,218,5,0,1,3,2
0,0,0,1,0,2,1,1,1,148,12,274,1,1,1,0,1
0,1,2,1,0,0,0,1,1,1,177,150,9,0,2,2,1
0,0,2,2,1,1,0,2,1,144,61,21,25,0,3,2,1
2,0,2,2,1,0,0,0,0,91,46,293,7,0,3,0,1
1,1,1,2,0,2,1,0,1,205,126,142,3,0,1,1,0
2,0,1,1,0,0,0,0,1,146,14,160,9,0,2,3,0
2,0,2,2,0,1,2,1,0,9,215,166,18,0,0,3,0
0,1,2,1,1,1,2,1,0,165,5,236,5,0,3,2,3
2,0,1,1,1,0,2,0,1,10,28,299,13,0,3,0,3
1,1,0,2,1,2,0,1,1,92,11,248,24,0,2,1,3
0,1,0,2,0,1,0,1,0,63,25,251,5,0,3,3,2
1,0,2,2,0,2,0,2,1,5,29,61,25,0,2,0,1
1,0,1,1,0,1,1,1,1,71,51,274,0,0,2,0,3
2,0,1,0,0,2,2,0,0,220,197,202,24,0,2,3,1
0,0,0,2,1,1,0,2,0,157,22,106,14,0,3,3,3
2,1,0,0,1,2,0,1,0,62,158,100,1,0,1,2,3
0,1,0,1,0,2,2,0,1,20,202,194,8,1,3,3,1
1,1,2,1,0,1,2,1,0,216,108,270,27,0,3,3,1
1,0,2,2,1,0,1,0,0,119,69,210,16,0,2,2,0
0,1,2,1,0,2,1,1,0,131,199,204,20,0,3,0,1
2,0,1,2,0,1,0,2,0,40,192,9,4,0,2,2,0
0,0,0,2,0,1,0,1,1,56,98,166,26,0,3,3,1
0,1,2,2,0,2,1,0,1,134,24,31,1,0,3,3,1
2,1,0,0,1,2,2,1,1,8,222,116,10,1,1,3,3
1,1,2,2,0,0,0,1,1,27,155,131,25,0,2,2,0
1,1,0,2,0,2,1,2,0,147,170,311,27,0,3,1,2
0,0,1,2,1,1,1,1,1,172,69,72,11,0,3,3,0
0,0,1,0,0,2,1,2,0,18,94,54,11,0,2,3,0
2,1,2,2,0,1,1,0,1,66,218,234,20,0,3,1,1
0,0,2,2,0,0,2,1,0,85,94,181,9,0,3,0,2
1,1,0,1,0,1,0,2,0,3,201,138,19,0,0,1,1
0,1,2,1,1,2,2,0,0,19,62,73,22,0,3,3,2
2,1,2,1,1,0,0,0,1,49,167,251,14,0,2,0,0
1,1,1,1,0,2,1,2,1,25,126,103,10,1,3,1,3
2,1,2,0,0,2,1,2,1,87,87,301,27,0,2,3,0
0,0,0,2,1,0,2,1,1,120,112,215,27,0,0,3,1
0,0,0,1,0,0,1,2,1,109,22,219,10,0,3,0,0
1,1,2,0,1,2,1,1,0,181,119,125,19,0,2,0,0
0,1,1,0,0,0,0,0,0,219,51,235,18,0,3,2,0
1,0,1,2,1,1,1,2,0,152,176,141,18,0,3,0,3
0,0,1,0,0,0,0,0,1,21,73,315,2,0,0,3,0
2,0,0,1,0,1,0,2,0,216,96,276,0,0,3,1,0
2,0,0,0,1,1,1,1,0,215,25,268,12,0,2,2,3
2,1,1,1,0,0,2,0,1,13,22,153,22,0,3,0,1
0,0,2,1,0,2,2,0,0,134,21,133,3,0,0,0,2
0,0,1,2,1,2,1,0,0,176,16,61,25,0,3,2,2
2,0,2,2,0,1,0,1,1,107,132,205,9,0,3,3,0
1,0,2,1,1,0,2,0,1,27,118,258,4,0,3,3,0
2,1,2,2,0,0,1,0,0,140,49,246,4,0,2,1,1
1,1,1,2,0,2,0,2,0,115,9,69,22,0,3,3,3
2,0,0,0,1,0,1,0,0,35,165,302,24,0,1,0,1
0,0,1,0,1,1,0,2,1,210,72,50,16,0,3,0,1
2,1,1,2,1,0,1,1,0,181,166,106,9,0,3,3,2
1,1,0,0,1,2,2,0,1,146,22,197,3,0,3,1,0
